,RF,SVM,KNN
Room Lab1,0.8192771084337349,0.9036144578313253,0.6506024096385542
Room Lab2,0.7710843373493976,0.9036144578313253,0.6506024096385542
Room Lab1 & Lab2,0.7317073170731707,0.8536585365853658,0.8048780487804879
